transaction_id,building_id,community,property_type,bedrooms,size_sqft,price_aed,price_per_sqft,transaction_type,transaction_date,registration_type,buyer_type
TXN-00210,BLD-020,Dubai Marina,Apartment,1,1676.0,3435800.0,2050.0,Sale,2025-09-11,Title Deed,Individual
TXN-00211,BLD-008,DAMAC Hills,Apartment,3,650.0,624754.0,961.16,Off-Plan,2025-07-08,Oqood,Individual
TXN-00212,BLD-016,Dubai Marina,Apartment,1,442.0,806367.12,1824.36,Sale,2025-10-02,Title Deed,Company
TXN-00213,BLD-022,Dubai Silicon Oasis,Apartment,2,2149.0,2018211.86,939.14,Off-Plan,2026-03-25,Oqood,Individual
TXN-00214,BLD-035,Business Bay,Apartment,1,2351.0,3975235.37,1690.87,Sale,2025-06-29,Title Deed,Individual
TXN-00215,BLD-048,Business Bay,Apartment,2,2191.0,3240094.62,1478.82,Off-Plan,2025-01-22,Oqood,Individual
TXN-00216,BLD-032,Palm Jumeirah,Apartment,1,2242.0,6798326.92,3032.26,Sale,2026-03-15,Title Deed,Company
TXN-00217,BLD-029,Dubai Hills Estate,Apartment,1,1846.0,3011453.64,1631.34,Sale,2025-03-04,Title Deed,Individual
TXN-00218,BLD-023,Palm Jumeirah,Apartment,2,511.0,1480249.47,2896.77,Off-Plan,2025-11-24,Oqood,Individual
TXN-00219,BLD-042,Jumeirah Village Circle,Apartment,2,1150.0,1386992.0,1206.08,Off-Plan,2026-01-22,Oqood,Individual
TXN-00220,BLD-076,Dubai Marina,Townhouse,5,3197.0,6241630.98,1952.34,Off-Plan,2026-03-05,Oqood,Individual
TXN-00221,BLD-004,Arabian Ranches,Apartment,1,2082.0,2980903.5,1431.75,Sale,2025-11-20,Title Deed,Individual
TXN-00222,BLD-014,Al Furjan,Apartment,4,1251.0,1482159.78,1184.78,Sale,2025-02-23,Title Deed,Individual
TXN-00223,BLD-030,Dubai Marina,Townhouse,3,3062.0,5952926.06,1944.13,Sale,2025-05-26,Title Deed,Individual
TXN-00224,BLD-051,Motor City,Apartment,2,1281.0,1146123.51,894.71,Sale,2026-02-16,Title Deed,Individual
TXN-00225,BLD-042,Jumeirah Village Circle,Apartment,1,568.0,684349.12,1204.84,Sale,2025-06-27,Title Deed,Individual
TXN-00226,BLD-058,Dubai Marina,Apartment,1,1481.0,2610514.27,1762.67,Sale,2025-05-12,Title Deed,Individual
TXN-00227,BLD-012,Dubai South,Apartment,2,2056.0,1937903.36,942.56,Off-Plan,2025-04-13,Oqood,Individual
TXN-00228,BLD-032,Palm Jumeirah,Townhouse,3,1888.0,5551380.8,2940.35,Sale,2026-04-18,Title Deed,Company
TXN-00229,BLD-072,Dubai South,Villa,3,4972.0,4569218.28,918.99,Sale,2025-08-25,Title Deed,Company
TXN-00230,BLD-017,Jumeirah Village Circle,Apartment,1,1779.0,1989882.66,1118.54,Sale,2025-03-27,Title Deed,Company
TXN-00231,BLD-003,Mohammed Bin Rashid City,Townhouse,3,2963.0,4836564.16,1632.32,Off-Plan,2025-05-15,Oqood,Company
TXN-00232,BLD-006,DAMAC Hills,Townhouse,2,3463.0,4621962.21,1334.67,Sale,2026-03-22,Title Deed,Individual
TXN-00233,BLD-023,Palm Jumeirah,Apartment,3,964.0,2344843.24,2432.41,Sale,2025-11-08,Title Deed,Individual
TXN-00234,BLD-064,Dubai South,Apartment,2,541.0,516108.59,953.99,Sale,2026-07-02,Title Deed,Company
TXN-00235,BLD-032,Palm Jumeirah,Apartment,3,1994.0,5813168.02,2915.33,Sale,2026-05-21,Title Deed,Individual
TXN-00236,BLD-045,Palm Jumeirah,Townhouse,3,2499.0,7843236.45,3138.55,Sale,2025-10-24,Title Deed,Company
TXN-00237,BLD-008,DAMAC Hills,Villa,4,4480.0,4511628.8,1007.06,Sale,2025-09-13,Title Deed,Individual
TXN-00238,BLD-035,Business Bay,Apartment,3,1879.0,3521847.28,1874.32,Sale,2026-02-11,Title Deed,Company
TXN-00239,BLD-046,Downtown Dubai,Townhouse,5,2113.0,5091907.4,2409.8,Off-Plan,2025-02-07,Oqood,Individual
TXN-00240,BLD-046,Downtown Dubai,Townhouse,3,2814.0,7921410.0,2815.0,Off-Plan,2025-11-22,Oqood,Individual
TXN-00241,BLD-023,Palm Jumeirah,Apartment,0,881.0,2355159.68,2673.28,Sale,2025-08-04,Title Deed,Company
TXN-00242,BLD-017,Jumeirah Village Circle,Apartment,1,2009.0,2232481.16,1111.24,Sale,2025-06-04,Title Deed,Individual
TXN-00243,BLD-015,Dubai Hills Estate,Villa,5,7315.0,13709260.95,1874.13,Sale,2025-11-15,Title Deed,Individual
TXN-00244,BLD-042,Jumeirah Village Circle,Apartment,1,2298.0,2881255.38,1253.81,Off-Plan,2026-01-10,Oqood,Individual
TXN-00245,BLD-029,Dubai Hills Estate,Apartment,3,1169.0,2017366.68,1725.72,Sale,2026-02-14,Title Deed,Individual
TXN-00246,BLD-073,Motor City,Apartment,2,2244.0,2509151.04,1118.16,Sale,2025-06-03,Title Deed,Company
TXN-00247,BLD-043,Arabian Ranches,Villa,3,7417.0,10039057.84,1353.52,Sale,2025-12-19,Title Deed,Individual
TXN-00248,BLD-058,Dubai Marina,Apartment,1,1792.0,3631075.84,2026.27,Off-Plan,2026-04-03,Oqood,Individual
TXN-00249,BLD-054,Dubai Silicon Oasis,Townhouse,4,2688.0,2641443.84,982.68,Sale,2025-08-28,Title Deed,Individual
TXN-00250,BLD-021,Jumeirah Village Circle,Apartment,3,486.0,575054.64,1183.24,Sale,2026-01-29,Title Deed,Individual
TXN-00251,BLD-021,Jumeirah Village Circle,Villa,4,7021.0,9011664.13,1283.53,Sale,2025-02-10,Title Deed,Individual
TXN-00252,BLD-056,Downtown Dubai,Townhouse,3,3402.0,7558359.48,2221.74,Sale,2025-10-08,Title Deed,Individual
TXN-00253,BLD-037,Dubai Marina,Apartment,0,1198.0,2247951.16,1876.42,Sale,2025-04-09,Title Deed,Individual
TXN-00254,BLD-038,Business Bay,Villa,4,5058.0,7996900.32,1581.04,Off-Plan,2026-05-09,Oqood,Company
TXN-00255,BLD-015,Dubai Hills Estate,Apartment,1,1388.0,2121072.2,1528.15,Sale,2026-02-04,Title Deed,Individual
TXN-00256,BLD-048,Business Bay,Apartment,0,1291.0,2273489.73,1761.03,Sale,2025-04-19,Title Deed,Individual
TXN-00257,BLD-011,Motor City,Apartment,3,1240.0,1276604.8,1029.52,Sale,2026-06-29,Title Deed,Individual
TXN-00258,BLD-054,Dubai Silicon Oasis,Townhouse,4,3485.0,3172290.95,910.27,Sale,2025-02-14,Title Deed,Individual
TXN-00259,BLD-065,Dubai Silicon Oasis,Apartment,2,1552.0,1160026.88,747.44,Mortgage,2025-06-30,Title Deed,Individual
TXN-00260,BLD-028,Downtown Dubai,Villa,3,4790.0,11027921.2,2302.28,Mortgage,2025-10-01,Title Deed,Individual
TXN-00261,BLD-041,Palm Jumeirah,Townhouse,4,1921.0,5898795.49,3070.69,Sale,2026-04-24,Title Deed,Individual
TXN-00262,BLD-002,Downtown Dubai,Villa,4,5256.0,11781744.48,2241.58,Sale,2025-04-22,Title Deed,Individual
TXN-00263,BLD-014,Al Furjan,Apartment,0,986.0,1009890.78,1024.23,Sale,2026-05-22,Title Deed,Individual
TXN-00264,BLD-074,Arabian Ranches,Apartment,0,965.0,1200469.65,1244.01,Off-Plan,2025-12-15,Oqood,Individual
TXN-00265,BLD-031,Downtown Dubai,Apartment,2,952.0,1945469.12,2043.56,Off-Plan,2026-05-28,Oqood,Individual
TXN-00266,BLD-013,Business Bay,Townhouse,3,2341.0,4477817.98,1912.78,Sale,2025-04-11,Title Deed,Individual
TXN-00267,BLD-025,Palm Jumeirah,Apartment,3,1226.0,3275761.66,2671.91,Sale,2025-06-21,Title Deed,Individual
TXN-00268,BLD-009,Jumeirah Village Circle,Apartment,2,689.0,929812.39,1349.51,Sale,2025-08-03,Title Deed,Individual
TXN-00269,BLD-008,DAMAC Hills,Apartment,2,2238.0,2277634.98,1017.71,Off-Plan,2025-05-16,Oqood,Individual
TXN-00270,BLD-004,Arabian Ranches,Apartment,2,1303.0,1673104.12,1284.04,Sale,2025-10-01,Title Deed,Individual
TXN-00271,BLD-012,Dubai South,Apartment,1,743.0,874993.95,1177.65,Off-Plan,2025-08-09,Oqood,Individual
TXN-00272,BLD-035,Business Bay,Apartment,2,2132.0,3766050.08,1766.44,Sale,2025-07-06,Title Deed,Individual
TXN-00273,BLD-077,Palm Jumeirah,Villa,3,5659.0,16039699.83,2834.37,Off-Plan,2026-01-30,Oqood,Individual
TXN-00274,BLD-045,Palm Jumeirah,Apartment,1,1018.0,3439333.36,3378.52,Sale,2026-01-28,Title Deed,Individual
TXN-00275,BLD-072,Dubai South,Apartment,2,1011.0,910557.15,900.65,Mortgage,2025-10-20,Title Deed,Individual
TXN-00276,BLD-034,Dubai Hills Estate,Apartment,3,1710.0,2704091.4,1581.34,Sale,2026-02-27,Title Deed,Individual
TXN-00277,BLD-041,Palm Jumeirah,Villa,5,5880.0,17442902.4,2966.48,Sale,2025-02-15,Title Deed,Individual
TXN-00278,BLD-075,Jumeirah Lake Towers,Villa,4,3693.0,5682825.33,1538.81,Sale,2026-01-12,Title Deed,Company
TXN-00279,BLD-065,Dubai Silicon Oasis,Apartment,1,1722.0,1336478.64,776.12,Sale,2025-07-16,Title Deed,Individual
TXN-00280,BLD-043,Arabian Ranches,Apartment,1,862.0,1047588.6,1215.3,Off-Plan,2025-11-07,Oqood,Individual
TXN-00281,BLD-060,Jumeirah Village Circle,Villa,4,6872.0,9285102.8,1351.15,Sale,2026-06-06,Title Deed,Company
TXN-00282,BLD-016,Dubai Marina,Villa,4,4202.0,8635404.14,2055.07,Sale,2026-03-05,Title Deed,Individual
TXN-00283,BLD-073,Motor City,Townhouse,5,2058.0,2277177.0,1106.5,Sale,2025-07-10,Title Deed,Individual
TXN-00284,BLD-041,Palm Jumeirah,Apartment,0,962.0,2787741.32,2897.86,Off-Plan,2025-04-10,Oqood,Individual
TXN-00285,BLD-017,Jumeirah Village Circle,Apartment,2,1219.0,1472296.01,1207.79,Sale,2026-01-27,Title Deed,Individual
TXN-00286,BLD-002,Downtown Dubai,Townhouse,4,2756.0,2569749.52,932.42,Off-Plan,2025-12-28,Oqood,Individual
TXN-00287,BLD-040,Dubai Hills Estate,Apartment,1,1586.0,2749346.86,1733.51,Sale,2026-06-26,Title Deed,Individual
TXN-00288,BLD-077,Palm Jumeirah,Apartment,1,1780.0,5371648.4,3017.78,Sale,2025-06-27,Title Deed,Individual
TXN-00289,BLD-052,Jumeirah Lake Towers,Apartment,1,2370.0,2739246.0,1155.8,Sale,2025-02-17,Title Deed,Individual
TXN-00290,BLD-049,Motor City,Villa,4,5313.0,6238577.73,1174.21,Off-Plan,2025-01-30,Oqood,Individual
TXN-00291,BLD-007,Dubai South,Villa,4,4587.0,4846670.07,1056.61,Sale,2025-01-19,Title Deed,Individual
TXN-00292,BLD-039,Dubai Silicon Oasis,Apartment,0,1450.0,1516192.5,1045.65,Sale,2026-06-17,Title Deed,Company
TXN-00293,BLD-080,DAMAC Hills,Apartment,0,630.0,687714.3,1091.61,Sale,2025-08-04,Title Deed,Individual
TXN-00294,BLD-046,Downtown Dubai,Villa,4,2985.0,6994123.65,2343.09,Mortgage,2025-01-12,Title Deed,Individual
TXN-00295,BLD-002,Downtown Dubai,Apartment,3,2074.0,4346813.64,2095.86,Sale,2025-04-23,Title Deed,Individual
TXN-00296,BLD-033,Mohammed Bin Rashid City,Apartment,2,2355.0,3876824.55,1646.21,Off-Plan,2025-11-03,Oqood,Company
TXN-00297,BLD-047,Dubai South,Villa,4,6271.0,6298968.66,1004.46,Sale,2025-07-03,Title Deed,Company
TXN-00298,BLD-043,Arabian Ranches,Apartment,1,1651.0,1845669.41,1117.91,Off-Plan,2026-02-24,Oqood,Individual
TXN-00299,BLD-052,Jumeirah Lake Towers,Townhouse,3,2494.0,3490552.52,1399.58,Off-Plan,2025-05-05,Oqood,Company
TXN-00300,BLD-017,Jumeirah Village Circle,Villa,3,7230.0,8802886.5,1217.55,Sale,2026-04-03,Title Deed,Company
TXN-00301,BLD-024,Business Bay,Apartment,2,1630.0,2693346.8,1652.36,Off-Plan,2026-05-19,Oqood,Company
TXN-00302,BLD-063,Al Furjan,Apartment,1,511.0,499635.36,977.76,Off-Plan,2025-08-27,Oqood,Individual
TXN-00303,BLD-044,Dubai Silicon Oasis,Apartment,2,1644.0,1670106.72,1015.88,Sale,2026-02-08,Title Deed,Individual
TXN-00304,BLD-020,Dubai Marina,Villa,4,7443.0,15125962.32,2032.24,Sale,2026-06-01,Title Deed,Company
TXN-00305,BLD-022,Dubai Silicon Oasis,Apartment,2,897.0,827330.01,922.33,Sale,2026-02-26,Title Deed,Individual
TXN-00306,BLD-031,Downtown Dubai,Apartment,2,1555.0,3305168.05,2125.51,Sale,2025-01-28,Title Deed,Company
TXN-00307,BLD-014,Al Furjan,Apartment,0,1507.0,1715900.34,1138.62,Mortgage,2026-06-14,Title Deed,Individual
TXN-00308,BLD-072,Dubai South,Apartment,2,2302.0,2067978.68,898.34,Sale,2026-05-09,Title Deed,Individual
TXN-00309,BLD-047,Dubai South,Villa,3,6369.0,5794770.96,909.84,Off-Plan,2025-11-04,Oqood,Company
TXN-00310,BLD-071,DAMAC Hills,Apartment,2,511.0,484944.11,949.01,Off-Plan,2025-04-29,Oqood,Individual
TXN-00311,BLD-033,Mohammed Bin Rashid City,Apartment,1,2262.0,4131452.52,1826.46,Off-Plan,2025-04-30,Oqood,Individual
TXN-00312,BLD-054,Dubai Silicon Oasis,Apartment,2,1751.0,1861873.32,1063.32,Sale,2026-06-10,Title Deed,Individual
TXN-00313,BLD-018,Jumeirah Lake Towers,Townhouse,2,3125.0,4991750.0,1597.36,Sale,2025-07-10,Title Deed,Company
TXN-00314,BLD-075,Jumeirah Lake Towers,Apartment,3,625.0,1056675.0,1690.68,Sale,2026-03-14,Title Deed,Company
TXN-00315,BLD-078,Al Barari,Townhouse,4,2292.0,4202473.68,1833.54,Sale,2026-03-08,Title Deed,Individual
TXN-00316,BLD-078,Al Barari,Villa,5,4205.0,7527496.65,1790.13,Off-Plan,2025-08-20,Oqood,Company
TXN-00317,BLD-026,Downtown Dubai,Apartment,2,1779.0,4032583.83,2266.77,Off-Plan,2025-07-11,Oqood,Company
TXN-00318,BLD-065,Dubai Silicon Oasis,Apartment,2,1826.0,1513260.98,828.73,Sale,2026-03-13,Title Deed,Company
TXN-00319,BLD-069,Dubai Silicon Oasis,Apartment,3,2020.0,1490820.6,738.03,Sale,2025-08-02,Title Deed,Individual
TXN-00320,BLD-035,Business Bay,Villa,3,4147.0,7590171.16,1830.28,Off-Plan,2025-02-12,Oqood,Individual
TXN-00321,BLD-046,Downtown Dubai,Villa,3,6880.0,18854708.8,2740.51,Off-Plan,2025-09-10,Oqood,Individual
TXN-00322,BLD-066,DAMAC Hills,Villa,5,4152.0,5103347.76,1229.13,Sale,2025-11-26,Title Deed,Company
TXN-00323,BLD-071,DAMAC Hills,Apartment,2,822.0,927618.78,1128.49,Sale,2026-01-21,Title Deed,Individual
TXN-00324,BLD-076,Dubai Marina,Apartment,2,1957.0,3591877.8,1835.4,Sale,2025-07-20,Title Deed,Individual
TXN-00325,BLD-023,Palm Jumeirah,Villa,3,2991.0,7495775.01,2506.11,Sale,2025-01-15,Title Deed,Company
TXN-00326,BLD-043,Arabian Ranches,Apartment,3,499.0,632612.24,1267.76,Off-Plan,2025-11-14,Oqood,Individual
TXN-00327,BLD-063,Al Furjan,Villa,4,3143.0,3236127.09,1029.63,Mortgage,2026-06-11,Title Deed,Individual
TXN-00328,BLD-021,Jumeirah Village Circle,Apartment,2,602.0,703647.7,1168.85,Sale,2025-08-21,Title Deed,Individual
TXN-00329,BLD-080,DAMAC Hills,Apartment,4,2051.0,2128322.7,1037.7,Off-Plan,2025-09-16,Oqood,Individual
TXN-00330,BLD-006,DAMAC Hills,Villa,4,7105.0,8751654.8,1231.76,Sale,2026-06-23,Title Deed,Individual
TXN-00331,BLD-048,Business Bay,Apartment,2,1384.0,2336856.32,1688.48,Sale,2025-04-18,Title Deed,Individual
TXN-00332,BLD-022,Dubai Silicon Oasis,Townhouse,4,2760.0,2655506.4,962.14,Off-Plan,2026-03-20,Oqood,Individual
TXN-00333,BLD-014,Al Furjan,Apartment,3,2160.0,2262729.6,1047.56,Off-Plan,2025-06-16,Oqood,Individual
TXN-00334,BLD-004,Arabian Ranches,Apartment,1,593.0,820202.02,1383.14,Sale,2025-08-31,Title Deed,Individual
TXN-00335,BLD-034,Dubai Hills Estate,Apartment,2,1221.0,1871841.84,1533.04,Sale,2025-03-15,Title Deed,Individual
TXN-00336,BLD-075,Jumeirah Lake Towers,Apartment,3,1128.0,1765895.28,1565.51,Off-Plan,2025-10-25,Oqood,Individual
TXN-00337,BLD-057,Downtown Dubai,Apartment,3,481.0,1165419.71,2422.91,Off-Plan,2025-11-08,Oqood,Company
TXN-00338,BLD-019,Motor City,Apartment,3,2331.0,2880999.45,1235.95,Mortgage,2025-06-03,Title Deed,Individual
TXN-00339,BLD-016,Dubai Marina,Apartment,2,1200.0,2046540.0,1705.45,Sale,2025-12-28,Title Deed,Individual
TXN-00340,BLD-028,Downtown Dubai,Apartment,2,1435.0,3130926.05,2181.83,Off-Plan,2025-07-14,Oqood,Individual
TXN-00341,BLD-073,Motor City,Villa,5,7182.0,8527188.6,1187.3,Sale,2025-03-19,Title Deed,Individual
TXN-00342,BLD-033,Mohammed Bin Rashid City,Apartment,2,1385.0,2327935.7,1680.82,Off-Plan,2025-03-22,Oqood,Individual
TXN-00343,BLD-025,Palm Jumeirah,Apartment,2,1640.0,4452813.2,2715.13,Sale,2025-11-29,Title Deed,Individual
TXN-00344,BLD-055,Arabian Ranches,Apartment,1,1976.0,2652048.88,1342.13,Sale,2025-12-15,Title Deed,Individual
TXN-00345,BLD-062,Dubai Hills Estate,Apartment,1,1025.0,1737723.5,1695.34,Sale,2025-06-02,Title Deed,Company
TXN-00346,BLD-069,Dubai Silicon Oasis,Apartment,2,1661.0,1513685.91,911.31,Off-Plan,2026-02-28,Oqood,Individual
TXN-00347,BLD-076,Dubai Marina,Apartment,0,936.0,1824413.76,1949.16,Off-Plan,2026-02-15,Oqood,Individual
TXN-00348,BLD-029,Dubai Hills Estate,Townhouse,3,3343.0,6069985.39,1815.73,Sale,2025-01-20,Title Deed,Individual
TXN-00349,BLD-031,Downtown Dubai,Villa,5,5686.0,12131137.86,2133.51,Sale,2025-06-08,Title Deed,Individual
TXN-00350,BLD-062,Dubai Hills Estate,Townhouse,2,3171.0,5499877.53,1734.43,Sale,2026-06-24,Title Deed,Individual
TXN-00351,BLD-047,Dubai South,Apartment,3,2165.0,2120769.05,979.57,Sale,2025-10-17,Title Deed,Company
TXN-00352,BLD-034,Dubai Hills Estate,Apartment,2,1166.0,1874858.04,1607.94,Off-Plan,2025-09-24,Oqood,Individual
TXN-00353,BLD-049,Motor City,Townhouse,3,2531.0,2557727.36,1010.56,Off-Plan,2025-01-16,Oqood,Company
TXN-00354,BLD-065,Dubai Silicon Oasis,Townhouse,3,2214.0,1712706.12,773.58,Sale,2025-05-11,Title Deed,Individual
TXN-00355,BLD-030,Dubai Marina,Apartment,1,644.0,1118344.64,1736.56,Sale,2026-03-06,Title Deed,Individual
TXN-00356,BLD-003,Mohammed Bin Rashid City,Apartment,1,1593.0,2891310.93,1815.01,Off-Plan,2025-06-29,Oqood,Individual
TXN-00357,BLD-034,Dubai Hills Estate,Townhouse,3,2530.0,4115829.3,1626.81,Off-Plan,2025-10-27,Oqood,Individual
TXN-00358,BLD-011,Motor City,Apartment,2,1353.0,1390031.61,1027.37,Sale,2025-07-15,Title Deed,Individual
TXN-00359,BLD-080,DAMAC Hills,Apartment,1,1854.0,2156646.96,1163.24,Sale,2026-02-08,Title Deed,Individual
TXN-00360,BLD-017,Jumeirah Village Circle,Apartment,1,2122.0,2586017.74,1218.67,Sale,2026-05-12,Title Deed,Individual
TXN-00361,BLD-079,Jumeirah Lake Towers,Apartment,3,1472.0,1876049.28,1274.49,Off-Plan,2025-01-11,Oqood,Company
TXN-00362,BLD-056,Downtown Dubai,Apartment,1,506.0,1162459.1,2297.35,Off-Plan,2026-02-04,Oqood,Company
TXN-00363,BLD-045,Palm Jumeirah,Apartment,2,1928.0,5715343.92,2964.39,Sale,2025-09-05,Title Deed,Individual
TXN-00364,BLD-011,Motor City,Apartment,3,1229.0,1421768.65,1156.85,Off-Plan,2025-05-10,Oqood,Individual
TXN-00365,BLD-067,Motor City,Apartment,2,1782.0,1902391.92,1067.56,Sale,2025-09-26,Title Deed,Individual
TXN-00366,BLD-034,Dubai Hills Estate,Villa,4,4519.0,7424988.14,1643.06,Off-Plan,2026-05-19,Oqood,Individual
TXN-00367,BLD-023,Palm Jumeirah,Apartment,2,922.0,2357729.18,2557.19,Off-Plan,2025-05-11,Oqood,Individual
TXN-00368,BLD-030,Dubai Marina,Apartment,2,740.0,1260738.0,1703.7,Sale,2025-03-04,Title Deed,Individual
TXN-00369,BLD-021,Jumeirah Village Circle,Apartment,2,2013.0,2509546.71,1246.67,Sale,2025-10-06,Title Deed,Individual
TXN-00370,BLD-029,Dubai Hills Estate,Apartment,2,1854.0,3285213.84,1771.96,Off-Plan,2025-03-09,Oqood,Individual
TXN-00371,BLD-023,Palm Jumeirah,Apartment,1,819.0,2334289.23,2850.17,Sale,2026-06-16,Title Deed,Individual
TXN-00372,BLD-067,Motor City,Villa,4,5968.0,6834135.84,1145.13,Mortgage,2025-10-19,Title Deed,Individual
TXN-00373,BLD-052,Jumeirah Lake Towers,Apartment,1,1580.0,2180163.0,1379.85,Sale,2025-10-28,Title Deed,Individual
TXN-00374,BLD-072,Dubai South,Townhouse,3,3534.0,3645780.42,1031.63,Sale,2025-01-14,Title Deed,Company
TXN-00375,BLD-034,Dubai Hills Estate,Apartment,2,1526.0,2310837.06,1514.31,Sale,2025-09-30,Title Deed,Individual
TXN-00376,BLD-069,Dubai Silicon Oasis,Villa,4,6063.0,5126630.28,845.56,Off-Plan,2026-04-24,Oqood,Individual
TXN-00377,BLD-059,Dubai Hills Estate,Townhouse,4,2668.0,4327362.6,1621.95,Off-Plan,2025-09-02,Oqood,Individual
TXN-00378,BLD-041,Palm Jumeirah,Apartment,1,1481.0,4397740.64,2969.44,Sale,2025-12-26,Title Deed,Individual
TXN-00379,BLD-010,Dubai South,Apartment,1,1041.0,1095964.8,1052.8,Sale,2025-07-23,Title Deed,Individual
TXN-00380,BLD-064,Dubai South,Villa,3,3938.0,3847662.28,977.06,Off-Plan,2026-01-09,Oqood,Company
TXN-00381,BLD-020,Dubai Marina,Villa,3,3169.0,6214947.73,1961.17,Sale,2025-02-22,Title Deed,Company
TXN-00382,BLD-062,Dubai Hills Estate,Apartment,1,2198.0,4113073.44,1871.28,Sale,2026-06-17,Title Deed,Individual
TXN-00383,BLD-036,Motor City,Apartment,2,674.0,773037.56,1146.94,Mortgage,2025-12-31,Title Deed,Individual
TXN-00384,BLD-051,Motor City,Villa,5,4949.0,4747130.29,959.21,Sale,2025-08-13,Title Deed,Individual
TXN-00385,BLD-049,Motor City,Apartment,1,1633.0,1733968.39,1061.83,Sale,2025-12-27,Title Deed,Individual
TXN-00386,BLD-047,Dubai South,Apartment,1,1250.0,1144025.0,915.22,Sale,2025-05-24,Title Deed,Individual
TXN-00387,BLD-074,Arabian Ranches,Villa,5,6188.0,7601896.12,1228.49,Off-Plan,2025-06-12,Oqood,Individual
TXN-00388,BLD-061,Arabian Ranches,Villa,3,5148.0,7044111.36,1368.32,Sale,2026-05-23,Title Deed,Individual
TXN-00389,BLD-039,Dubai Silicon Oasis,Apartment,3,514.0,471332.86,916.99,Sale,2025-04-18,Title Deed,Individual
TXN-00390,BLD-058,Dubai Marina,Villa,4,4493.0,9151072.82,2036.74,Sale,2026-01-04,Title Deed,Individual
TXN-00391,BLD-078,Al Barari,Apartment,2,1705.0,2997969.7,1758.34,Sale,2026-05-24,Title Deed,Individual
TXN-00392,BLD-058,Dubai Marina,Townhouse,3,2316.0,4016198.76,1734.11,Sale,2025-12-21,Title Deed,Company
TXN-00393,BLD-054,Dubai Silicon Oasis,Apartment,2,2101.0,1876403.1,893.1,Sale,2025-11-04,Title Deed,Individual
TXN-00394,BLD-035,Business Bay,Apartment,1,2178.0,4074275.7,1870.65,Off-Plan,2026-04-16,Oqood,Individual
TXN-00395,BLD-053,Dubai Silicon Oasis,Apartment,3,668.0,642943.32,962.49,Off-Plan,2025-08-13,Oqood,Individual
TXN-00396,BLD-022,Dubai Silicon Oasis,Apartment,0,2275.0,2100280.0,923.2,Off-Plan,2025-04-05,Oqood,Individual
TXN-00397,BLD-014,Al Furjan,Apartment,1,1717.0,1743476.14,1015.42,Sale,2025-05-19,Title Deed,Individual
TXN-00398,BLD-017,Jumeirah Village Circle,Apartment,1,490.0,669550.7,1366.43,Off-Plan,2025-10-15,Oqood,Individual
TXN-00399,BLD-071,DAMAC Hills,Apartment,4,1801.0,1914408.97,1062.97,Off-Plan,2026-03-31,Oqood,Individual
TXN-00400,BLD-068,Dubai Hills Estate,Apartment,2,2220.0,3576042.6,1610.83,Sale,2026-03-08,Title Deed,Individual
TXN-00401,BLD-034,Dubai Hills Estate,Apartment,0,1456.0,2092767.04,1437.34,Sale,2026-05-28,Title Deed,Individual
TXN-00402,BLD-062,Dubai Hills Estate,Apartment,2,2000.0,3938680.0,1969.34,Sale,2026-04-02,Title Deed,Individual
TXN-00403,BLD-051,Motor City,Apartment,2,1699.0,1513809.0,891.0,Sale,2026-06-23,Title Deed,Individual
TXN-00404,BLD-079,Jumeirah Lake Towers,Villa,5,4138.0,6277635.66,1517.07,Sale,2025-07-15,Title Deed,Company
TXN-00405,BLD-018,Jumeirah Lake Towers,Apartment,2,1643.0,2746060.91,1671.37,Sale,2025-03-01,Title Deed,Individual
TXN-00406,BLD-069,Dubai Silicon Oasis,Apartment,4,979.0,803386.98,820.62,Sale,2025-01-25,Title Deed,Individual
TXN-00407,BLD-064,Dubai South,Apartment,1,1976.0,2001134.72,1012.72,Off-Plan,2025-04-02,Oqood,Individual
TXN-00408,BLD-019,Motor City,Apartment,2,561.0,620129.4,1105.4,Off-Plan,2025-01-22,Oqood,Company
TXN-00409,BLD-016,Dubai Marina,Townhouse,4,2493.0,4435321.23,1779.11,Mortgage,2025-04-16,Title Deed,Individual
TXN-00410,BLD-067,Motor City,Apartment,1,1190.0,1451359.7,1219.63,Sale,2026-06-27,Title Deed,Individual
TXN-00411,BLD-016,Dubai Marina,Apartment,2,813.0,1674251.55,2059.35,Sale,2026-03-30,Title Deed,Individual
TXN-00412,BLD-042,Jumeirah Village Circle,Apartment,3,1578.0,1671701.64,1059.38,Mortgage,2026-05-11,Title Deed,Individual
TXN-00413,BLD-077,Palm Jumeirah,Apartment,2,912.0,2569122.24,2817.02,Sale,2025-03-12,Title Deed,Company
TXN-00414,BLD-008,DAMAC Hills,Apartment,1,1482.0,1590097.08,1072.94,Sale,2025-12-31,Title Deed,Individual
TXN-00415,BLD-057,Downtown Dubai,Villa,3,4576.0,11175186.88,2442.13,Sale,2025-11-07,Title Deed,Individual
TXN-00416,BLD-070,Al Furjan,Villa,3,3677.0,4466120.97,1214.61,Sale,2025-06-23,Title Deed,Company
TXN-00417,BLD-009,Jumeirah Village Circle,Apartment,2,2042.0,2497917.34,1223.27,Off-Plan,2025-07-18,Oqood,Individual
TXN-00418,BLD-003,Mohammed Bin Rashid City,Apartment,1,1648.0,2669578.72,1619.89,Mortgage,2025-07-23,Title Deed,Company
TXN-00419,BLD-068,Dubai Hills Estate,Villa,5,3524.0,5942873.6,1686.4,Sale,2025-03-19,Title Deed,Individual
